"ID.","Patriot1","Hedon1","Curious3","Benev2","Selfdir3","Free1","Hedon3","Soceq4","Open2","Benev4","Hedon4","Conform2","Toler3","GPeace1","Stim3","Compet2","Work4","Soceq3","GPeace2","Selfcon1","Spirit3","Stim2","Toler2","Work3","Benev3","Commit3","Open4","Pragmat4","Democ1","Selfcon4","Curious1","Selfdir4","Commit1","Free2","Toler1","Conform3","Environ3","Hedon2","Work2","Open1","Patriot3","Selfdir2","Pergrow2","Free3","Compet4","Stim4","Soceq2","Frugal2","Conform1","Curious2","Pragmat2","Patriot2","Selfcon5","Curious4","Compet3","Aesth3","Pergrow3","Selfcon2","Aesth2","Commit2","Pragmat3","Democ2","Selfcon3","Commit4","Stim1","Frugal3","Benev1","Conform4","Compet1","Spirit1","Soceq1","Democ3","Curious5","Environ4","GPeace3","Work1","Pergrow1","Frugal1","Toler4","Selfdir1","Aesth1","Open3","Environ2","Pragmat1","Spirit2","Work5","Environ1","Finsec1","Family1","Wisdom4","Safe1","Achieve4","Power3","Compan1","Ipeace2","Love1","Safe2","Socacc3","Love2","Ipeace4","Power2","Prosper1","Compan3","Wisdom3","Family3","Power4","Achieve5","Safe3","Phywel2","Finsec3","Compan2","Socacc1","Ipeace3","Prosper3","Family2","Achieve1","Phywel3","Wisdom1","Prosper4","Socacc2","Compan4","Prosper2","Ipeace1","Achieve2","Phywel1","Achieve3","Wisdom2","Power1","Finsec2","Love3","Workethic","Wisdom","Tolerance","Stimulation","Spirituality","SocialJustice","SocialAcceptance","SelfDirection","SelfControl","PersonalSafety","Prosperity","Pragmatism","Power","PhysicalWellbeing","PersonalGrowth","Patriotism","Openness","MatureLove","InnerPeace","Hedonism","GlobalPeace","Frugality","Freedom","FinancialSecurity","FamilyTogetherness","Environmentalism","Democracy","Curiosity","Conformity","Competition","Companionship","Commitment","Benevolence","Aesthetics","Achievement","volunt","tv","intrnet","socmed","charit","excer","garden","impulse","eatout","pubtran","recycle","sportfan","attorg","commun","satjob","satlife","military","envichoi","authority","brandloyal","politics","gender","age","ethnicity","jobstatus","religion","Hhincome","retirement","educ","sexorien","marstatus"
325,9,1,2,9,8,9,1,5,7,5,1,8,8,9,3,2,5,8,9,8,9,2,7,6,8,8,8,8,8,8,2,7,7,8,7,8,8,2,5,6,9,8,6,6,2,1,8,9,8,7,7,9,8,2,1,2,8,7,8,8,8,8,8,8,1,8,8,8,7,8,8,9,3,4,9,6,7,8,8,8,7,9,9,8,8,8,9,9,9,8,9,4,3,3,8,2,9,2,2,8,1,8,8,8,9,7,7,9,6,8,3,4,8,1,9,8,9,8,4,3,3,7,9,3,4,3,4,1,9,1,6,7,7.5,1.33333333333333,8.33333333333333,7.25,3,7.75,7.8,9,5,7.75,3,6.33333333333333,7,9,7.5,1.66666666666667,8.33333333333333,1.25,9,8.33333333333333,7.66666666666667,8.66666666666667,9,7.5,8.33333333333333,3.2,8,3,4.25,7.75,7.5,5.66666666666667,5,0,70,55,15,15,5,0,1000,15,0,100,7,7,2,4,4,2,5,5,1,6,"Male",68,"white                                      ","Non-university",3,"$20,000-$39,999","None, I haven't started a retirement plan yet","some college","Heterosexual","Divorced"
326,8,7,7,9,7,9,2,9,9,8,1,5,8,8,8,5,7,9,9,9,6,2,7,8,8,9,9,8,9,8,7,8,8,8,9,8,9,5,7,9,9,8,8,7,5,4,9,5,5,8,9,9,8,7,2,7,8,8,8,9,8,9,8,9,4,4,9,4,5,8,9,8,6,8,9,7,8,3,5,8,8,9,9,8,8,5,9,9,9,8,9,2,2,8,7,9,9,5,9,9,1,2,8,8,9,2,5,9,5,5,8,9,9,2,9,5,9,8,1,8,8,3,9,5,5,2,8,2,8,9,6.8,8,7.25,3.33333333333333,7.33333333333333,9,7.33333333333333,7.75,8.2,9,2,8.25,1.75,6.33333333333333,8,8.66666666666667,9,9,9,3.75,8.66666666666667,4,8,7.33333333333333,9,8.75,8.66666666666667,7,5.5,4.25,8,8.75,8.5,7.66666666666667,3.8,2,40,25,4,2000,1,2,400,0,0,96,5,4,4,4,6,4,6,4,6,5,"Female",64,"Caucasian                                  ","Non-university",21,"$80,000-$99,999","$300,000-$399,999","some college","Heterosexual","Married"
327,5,1,8,8,7,5,1,5,8,8,1,5,5,6,7,5,8,7,7,9,8,5,6,6,7,7,9,7,5,8,7,7,7,6,3,8,5,1,8,8,7,7,7,7,5,5,5,6,5,7,7,6,8,8,5,5,6,7,6,8,7,8,9,8,7,7,8,4,7,8,8,6,6,6,6,8,8,8,6,7,6,9,6,8,8,8,7,8,8,8,7,5,4,6,6,7,6,5,8,7,2,3,7,8,8,6,7,7,7,7,7,6,6,3,7,5,6,7,1,5,6,4,6,7,7,4,7,2,6,6,7.6,7.5,5,5.66666666666667,8,6.25,5.33333333333333,7,8.2,6.66666666666667,2.75,7.25,3.5,6.66666666666667,7,6,8.5,7,6.33333333333333,1,6.33333333333333,7,6,7,7.66666666666667,6,6.33333333333333,7.2,5.5,5.5,6.5,7.5,7.75,5.66666666666667,5.6,1,20,10,1,100,3,1,500,4,4,61,6,3,4,4,4,2,4,1,4,6,"Male",58,"White                                      ","Non-university",23,"$40,000-$59,999","below $20,000","college graduate","Heterosexual","Married"
328,9,2,4,7,8,9,1,5,7,5,1,6,5,8,5,2,5,7,8,9,9,2,8,8,7,7,9,9,9,9,7,8,8,8,7,9,8,5,7,9,9,9,9,9,2,2,8,8,9,8,9,9,9,6,1,5,7,9,6,8,7,9,9,7,3,6,8,9,4,9,6,9,8,7,9,7,7,6,5,9,7,9,7,9,9,8,5,4,9,7,9,2,1,8,5,9,9,9,9,9,1,2,9,5,9,2,3,9,3,2,7,7,6,2,9,2,7,6,1,7,8,2,9,2,2,2,6,1,3,9,7,6,6.25,2.33333333333333,9,6.5,7.66666666666667,8.5,9,9,1.75,8.5,1.25,4,7.66666666666667,9,8.5,9,8,2.25,8.33333333333333,6.66666666666667,8.66666666666667,3,9,6.75,9,6.6,8.25,2.25,8,7.5,6.75,6,2.2,0,77,77,10,0,0,0,300,8,12,20,5,4,1,4,5,1,1,5,2,4,"Female",46,"White                                      ","Non-university",3,"Below $20,000","None, I haven't started a retirement plan yet","some college","Heterosexual","Partnered"
329,5,1,7,9,6,5,1,8,9,9,1,5,3,9,5,4,9,9,9,8,9,5,4,9,9,8,9,9,7,7,5,5,9,7,5,8,9,4,9,9,8,9,9,5,4,2,9,6,3,5,9,5,9,7,1,5,9,9,9,9,9,8,8,9,5,4,9,2,1,9,9,6,6,9,9,8,9,4,2,8,5,9,9,9,9,9,9,8,9,9,9,2,1,8,2,9,9,8,9,9,1,2,9,9,9,3,3,9,8,8,8,9,9,4,9,4,9,9,1,6,9,4,9,4,9,3,9,1,7,9,8.8,9,3.5,4,9,8.75,7.66666666666667,7,8.2,9,2.75,9,1.5,8.66666666666667,9,6,9,9,9,1.75,9,4.66666666666667,5.66666666666667,7.66666666666667,9,9,7,6,4.5,2.5,8.5,8.75,9,6.33333333333333,3.2,10,1,10,0.5,1000,6,7,500,1,0,90,6,5,4,5,5,7,7,1,2,6,"Female",43,"white                                      ","Non-university",5,"$100,000-$149,999","None, I haven't started a retirement plan yet","college graduate","Heterosexual","Married"
330,6,8,7,7,8,8,7,7,8,8,7,7,7,6,7,7,8,6,7,8,6,6,7,8,7,7,7,7,7,7,7,7,7,8,7,7,7,7,8,8,7,7,8,7,7,4,8,9,6,7,7,7,7,6,8,7,7,8,8,7,8,5,6,7,4,7,7,5,7,7,7,6,6,5,8,8,7,5,5,5,5,6,5,5,4,5,6,9,8,6,9,6,8,7,8,7,9,6,6,9,7,8,7,7,9,7,9,9,7,9,7,7,7,8,8,8,9,8,8,6,7,9,8,8,9,7,7,9,9,8,7.4,7,6.5,4.66666666666667,5.66666666666667,7,6.33333333333333,6.75,7.2,9,8.25,6.75,7.75,8.33333333333333,7.33333333333333,6.66666666666667,7.25,7,8,7.25,7,7,7.66666666666667,9,8.33333333333333,5.75,6,6.6,6.25,7.25,7,7,7.25,6.66666666666667,7.6,0,25,12,5,0,6,2,1000,22,20,88,5,4,4,5,5,5,5,5,5,4,"Female",55,"asian                                      ","Non-university",23,"$100,000-$149,999","$60,000-$99,999","some college","Heterosexual","Divorced"
331,6,5,7,8,7,9,5,6,8,7,3,3,6,6,6,7,8,8,8,7,2,6,7,7,7,7,9,8,8,7,6,8,8,8,8,6,9,7,7,9,7,7,7,6,7,9,9,3,3,7,7,7,7,7,6,5,7,7,7,7,5,5,5,9,4,7,8,2,4,3,8,3,3,8,8,8,7,3,7,7,6,9,8,6,2,8,8,9,9,8,9,3,3,8,8,8,9,4,5,8,2,3,8,7,9,3,3,9,7,9,5,5,8,3,9,5,9,7,3,6,7,6,6,6,8,5,8,2,9,9,7.6,7.5,7,6.33333333333333,2.33333333333333,7.75,5,7.25,6.6,9,3.75,6.5,2.5,8,7,6.66666666666667,8.75,7.33333333333333,7.33333333333333,5,7.33333333333333,4.33333333333333,7.66666666666667,9,9,8.25,5.33333333333333,6,3.5,6,7,7.75,7.5,6,4.4,0,20,20,1,500,8,1,1000,2,0,82,7,4,4,7,7,5,5,2,3,3,"Male",44,"White                                      ","Non-university",1,"$100,000-$149,999","$400,000-$499,999","college graduate","Heterosexual","Partnered"
332,9,3,4,9,6,6,2,8,9,8,2,6,5,9,5,2,4,8,8,5,5,2,7,8,7,9,9,9,9,6,2,5,9,9,8,9,8,3,4,9,9,6,5,5,2,2,9,9,5,3,9,9,6,3,1,3,4,6,7,9,9,8,6,9,3,9,8,7,4,4,9,7,3,3,8,5,3,8,4,5,4,9,7,9,4,4,7,9,9,5,9,4,2,9,7,9,9,7,9,8,1,4,9,4,9,2,3,9,5,9,9,9,9,3,9,3,7,6,2,9,9,4,9,3,5,3,3,2,9,9,5,4.5,6,2.33333333333333,4.33333333333333,8.5,8.33333333333333,5.5,5.8,9,3.25,9,1.75,5.66666666666667,4,9,9,9,8.66666666666667,2.5,8.33333333333333,8.66666666666667,6.66666666666667,9,9,6.25,8,3,6.75,2.25,9,9,8,4.66666666666667,3.2,2,42,21,4,250,0,3,100,1,0,100,7,3,4,5,5,1,4,4,3,6,"Female",50,"white                                      ","Non-university",21,"$80,000-$99,999","$200,000-$299,999","college graduate","Heterosexual","Married"
333,6,3,7,8,9,8,2,5,6,4,1,6,8,6,7,7,8,6,5,8,5,7,8,9,6,8,8,9,7,7,7,9,8,8,7,8,7,6,8,8,7,9,8,9,6,6,6,9,6,7,9,6,8,8,7,6,8,9,8,8,9,8,9,8,6,9,8,6,3,5,6,7,8,7,6,9,8,9,7,9,7,8,7,9,5,9,7,9,7,8,9,3,3,6,6,4,9,3,3,9,2,7,8,8,6,3,5,9,8,9,4,4,8,7,6,8,9,8,6,3,3,8,9,2,8,3,8,2,9,4,8.6,8,7.5,6.33333333333333,5,5.75,3.33333333333333,9,8.2,9,7,9,2.5,8.33333333333333,8,6.33333333333333,7.5,3.66666666666667,8.66666666666667,3,5.66666666666667,9,8.33333333333333,9,6.33333333333333,7,7.33333333333333,7.4,6.5,5.75,5.25,8,6.5,7,4.2,0,9,21,7,125,2,21,120,1,0,61,1,3,2,6,6,4,4,6,2,6,"Female",54,"caucasian                                  ","Non-university",8,"$20,000-$39,999","below $20,000","graduate degree","Heterosexual","Widowed"
334,7,1,6,8,4,7,1,5,8,8,1,5,7,7,6,5,8,5,7,8,9,4,7,6,8,8,9,8,7,8,5,6,8,7,6,7,7,4,8,9,8,4,5,4,4,2,5,9,4,5,8,8,9,5,2,5,4,5,6,9,4,7,5,9,4,9,9,4,1,9,8,7,5,4,7,9,5,9,4,5,7,9,5,7,9,5,6,9,9,8,9,1,1,9,3,9,9,2,9,5,1,1,9,5,9,3,3,9,8,9,9,9,9,1,9,3,9,7,1,8,8,1,9,3,9,1,5,3,9,9,7.2,6.25,6,3.33333333333333,9,5.75,6.33333333333333,4.75,7,9,1,6.75,2,8.66666666666667,4.66666666666667,7.66666666666667,8.75,9,7.66666666666667,1.75,7,9,6,9,9,5.5,7,5.2,5,3,8.75,8.5,8.25,6,2.2,3,3,10,1,4000,0,0,10,0,0,9,1,1,1,4,5,5,3,3,1,6,"Female",63,"White                                      ","Non-university",11,"$20,000-$39,999","$20,000-$59,999","high school graduate","Heterosexual","Widowed"
335,8,2,7,9,4,9,1,9,9,9,1,5,7,8,7,4,9,9,6,9,6,3,7,9,9,9,9,9,9,5,6,5,9,9,7,4,9,3,9,9,8,8,8,8,7,4,9,8,3,9,9,8,9,8,1,7,9,9,9,9,8,9,8,9,4,6,9,5,3,8,9,9,6,9,8,9,9,6,5,8,8,9,9,9,6,9,9,9,9,9,9,6,2,9,1,9,9,7,9,9,1,4,9,9,9,7,8,9,7,9,9,8,9,3,9,6,9,9,1,5,7,4,9,4,9,4,9,1,9,9,9,9,6.5,3.66666666666667,6.66666666666667,9,6.66666666666667,6.25,8,9,3,8.75,2.75,8.33333333333333,8.66666666666667,8,9,9,9,1.75,7.33333333333333,6.66666666666667,8.66666666666667,9,9,9,9,7.2,4.25,3.75,8.5,9,9,8,5.6,0,6,40,20,900,4,0,50,3,0,90,1,5,5,7,7,7,5,1,7,4,"Female",41,"White                                      ","Non-university",3,"$80,000-$99,999","below $20,000","college graduate","Heterosexual","Married"
336,8,2,5,8,8,8,6,8,9,7,2,5,7,9,8,8,9,9,9,8,5,3,5,9,7,9,9,7,8,8,9,8,9,7,5,7,9,8,6,9,9,8,8,8,7,7,9,9,8,8,9,9,7,8,4,6,7,9,8,9,8,9,8,9,5,7,8,6,5,8,5,7,8,8,9,8,9,9,7,8,7,9,9,8,7,9,9,8,9,7,8,8,8,9,8,9,9,8,7,9,5,8,9,9,9,8,9,9,8,7,8,9,9,7,9,8,9,9,7,8,9,8,9,9,9,7,8,7,9,9,8.2,8.25,6,5,6.66666666666667,7.75,8.33333333333333,8,8,8.66666666666667,7.5,8,7,8.66666666666667,8,8.66666666666667,9,8.33333333333333,9,4.5,9,8.33333333333333,7.66666666666667,8,9,8.75,8,7.6,6.5,6,8.75,9,7.5,7,8.2,3,30,30,25,30,3,7,20,2,4,100,6,6,7,4,6,7,7,5,6,3,"Female",59,"white                                      ","Non-university",5,"Below $20,000","None, I haven't started a retirement plan yet","high school graduate","Heterosexual","Divorced"
337,6,4,8,8,5,4,1,5,7,7,1,5,3,7,6,4,7,7,7,7,2,5,7,7,6,5,8,8,7,8,7,8,7,5,7,5,8,2,7,8,5,7,7,8,4,1,6,8,7,7,7,5,6,8,1,5,8,7,7,8,7,8,7,8,1,8,8,2,6,1,7,7,5,7,7,6,7,7,7,8,6,8,7,7,1,7,8,8,7,5,8,2,2,7,5,8,8,4,8,8,1,4,6,8,5,2,4,8,7,5,5,4,8,3,5,4,8,6,2,2,4,5,8,5,6,3,7,1,8,7,6.8,6.5,6,2.33333333333333,1.33333333333333,6.25,3.33333333333333,7,7,8,3.5,7.25,1.5,7,7.33333333333333,5.33333333333333,7.75,7.66666666666667,8,2,7,7.66666666666667,5.66666666666667,7,5.66666666666667,7.5,7.33333333333333,7,4.75,3.75,5.5,7,7.25,6,3.6,2,15,5,0,2000,6,10,300,2,0,91,5,5,6,4,6,4,4,2,3,5,"Male",58,"white and latin american                   ","Non-university",5,"$100,000-$149,999","$400,000-$499,999","college graduate","Heterosexual","Married"
338,6,6,7,7,7,8,6,7,7,7,6,6,7,4,5,8,8,8,5,6,7,7,5,7,7,7,8,7,5,5,7,7,7,6,7,5,4,6,5,8,7,6,7,6,6,6,7,5,5,5,6,6,6,5,4,4,5,6,6,7,6,5,7,7,5,5,6,5,6,5,5,6,4,5,4,7,6,3,3,4,4,7,3,4,6,5,4,6,8,4,5,6,5,5,5,6,6,6,8,6,5,6,7,6,7,6,6,5,5,6,5,6,6,5,7,7,7,6,4,5,4,5,6,5,6,5,5,5,5,6,6.4,5.25,5.5,6,6,6.75,5.66666666666667,6,6,5.33333333333333,5,5.75,5.25,6,6,6.33333333333333,7.5,6.66666666666667,6,6,4.33333333333333,4.33333333333333,6.66666666666667,5.66666666666667,7.33333333333333,4,5.33333333333333,5.6,5.25,6,5.25,7,6.75,4.66666666666667,5.8,2,20,15,10,100,6,2,5000,15,0,90,5,4,4,5,4,4,4,4,5,4,"Female",29,"White                                      ","Staff",6,"$40,000-$59,999","None, I haven't started a retirement plan yet","some college","Heterosexual","Married"
339,7,7,7,7,7,9,2,8,9,9,2,3,6,7,7,6,7,8,6,7,7,6,7,6,7,8,9,9,8,6,7,8,8,9,7,7,7,7,7,8,7,8,9,9,7,4,9,7,5,7,6,7,6,6,2,8,9,8,7,9,6,7,5,7,4,4,7,5,5,7,9,6,7,6,7,6,7,3,6,7,5,8,6,8,6,6,6,7,9,7,8,5,3,8,4,9,9,7,7,7,3,4,8,8,9,3,3,9,7,7,7,8,7,4,9,4,8,8,2,5,6,4,7,5,5,3,8,2,6,9,6.4,7.75,6.5,4.66666666666667,6.66666666666667,8.5,6.66666666666667,7.5,6.4,8.66666666666667,3.5,7.25,2.75,6.66666666666667,8.33333333333333,7,8.5,8.33333333333333,7,4.5,6.66666666666667,4.66666666666667,9,6.66666666666667,9,6.25,7,6.8,5,5,7.25,8,7.5,6.66666666666667,4,0,30,21,1,10,8,2,300,2,0,37,5,2,4,4,6,3,5,3,3,3,"Female",69,"white                                      ","Non-university",5,"$40,000-$59,999","$300,000-$399,999","some college","Heterosexual","Married"
340,8,4,8,9,5,9,1,9,9,9,5,8,9,9,9,8,9,9,9,9,8,7,9,8,9,9,9,9,9,9,8,8,8,8,8,9,9,8,8,9,8,8,8,9,8,1,9,8,8,8,9,9,9,8,1,8,8,8,9,9,8,8,9,9,8,8,9,9,5,9,9,8,8,9,9,8,8,5,9,8,8,9,9,8,8,8,9,8,8,9,9,8,8,8,8,9,9,8,9,9,1,2,8,8,9,5,8,9,8,8,8,9,8,2,9,8,8,8,2,8,8,2,9,8,8,8,8,1,8,8,8.2,8.25,8.75,5.33333333333333,8.33333333333333,9,8.33333333333333,7.25,8.8,9,2,8.5,3.75,8,8,8.33333333333333,9,8.66666666666667,8.66666666666667,4.5,9,7,8.66666666666667,8,8.66666666666667,9,8.33333333333333,8,8.5,5.5,8,8.75,9,8.33333333333333,8,2,20,14,7,300,3,6,400,2,0,49,4,4,6,4,7,7,7,6,6,4,"Female",59,"caucasion                                  ","Non-university",6,"$40,000-$59,999","$20,000-$59,999","high school graduate","Heterosexual","Partnered"
341,5,4,6,7,7,7,3,6,7,7,2,6,7,6,6,5,7,7,6,7,5,6,7,7,7,7,8,7,7,6,7,7,7,8,8,6,8,5,5,7,6,7,6,7,6,4,7,8,6,7,7,7,7,6,6,7,7,7,8,7,7,7,7,7,4,4,6,5,6,6,8,7,6,7,7,6,6,7,7,7,8,7,7,7,6,7,8,7,6,7,7,6,7,8,6,7,7,6,7,7,4,5,7,7,6,7,7,7,7,7,7,7,7,6,7,6,8,7,5,5,6,6,7,6,8,5,7,4,8,7,6.4,7,7.25,4.66666666666667,5.66666666666667,7,6,7,6.8,7,5.5,7,5.5,7.66666666666667,6.33333333333333,6,7.25,7,7,3.5,6.33333333333333,6.33333333333333,7.33333333333333,7.33333333333333,6.33333333333333,7.5,7,6.4,5.75,5.75,7,7,6.75,7.66666666666667,6,0,51,48,0,26,0,0,107,0,43,82,7,5,5,6,6,7,5,5,5,2,"Male",60,"white                                      ","Student",8,"$20,000-$39,999","$20,000-$59,999","college graduate","Heterosexual","single"
342,8,2,7,7,7,8,2,9,7,7,2,6,8,8,5,5,7,9,8,8,4,3,9,5,8,7,8,9,9,8,7,8,7,9,9,8,9,2,8,9,8,8,8,8,4,2,9,9,5,8,9,8,9,8,1,6,7,9,7,8,8,9,8,8,3,8,9,7,2,4,9,9,7,8,9,8,7,8,9,8,7,9,9,9,5,8,9,8,8,5,8,2,1,8,8,7,8,6,7,8,1,2,8,8,8,1,1,8,6,5,6,6,6,1,8,2,8,7,1,5,6,2,6,2,6,1,6,1,8,5,7.2,6.5,8.75,2.66666666666667,4.33333333333333,9,5.66666666666667,7.75,8.4,8,1.5,8.75,1,6.66666666666667,7.33333333333333,8,8.25,6.33333333333333,6.66666666666667,2,8.33333333333333,8.33333333333333,8.33333333333333,7,8,8.75,9,7.4,6.5,3,7,7.5,7.75,6.66666666666667,1.6,0,20,20,1,100,0,2,45,1,0,99,1,4,4,5,5,7,7,3,6,3,"Female",56,"caucasian                                  ","Non-university",23,"$20,000-$39,999","below $20,000","high school graduate","Heterosexual","single"
343,8,3,6,8,6,8,3,8,8,7,1,4,7,9,5,3,8,9,9,7,8,3,8,7,7,7,8,8,9,6,5,8,8,9,8,8,9,4,8,8,9,6,8,6,5,2,9,7,6,7,8,9,7,7,1,8,8,6,9,8,7,8,7,8,3,6,9,7,6,8,9,7,5,9,9,8,8,3,7,8,9,8,9,7,7,8,9,7,9,8,8,5,5,8,7,8,7,5,8,8,3,6,9,7,9,4,4,8,6,5,7,8,8,3,9,6,9,8,3,4,8,8,9,5,8,3,6,3,7,8,7.8,7.25,7.5,2.66666666666667,7.66666666666667,8.75,5.66666666666667,7,6.6,7.66666666666667,5,7.5,3.75,7.66666666666667,8,8.66666666666667,8,8,8.33333333333333,2.75,9,5.33333333333333,7.66666666666667,6.33333333333333,9,9,8,6,6.25,3.75,8,7.75,7.75,8.66666666666667,4.6,0,20,35,0,100,2,21,4,12,0,100,7,1,4,4,7,6,6,2,6,2,"Male",65,"white                                      ","Non-university",8,"$60,000-$79,999","$400,000-$499,999","college graduate","Heterosexual","Married"
344,9,4,8,8,7,5,2,2,8,5,5,5,3,6,6,4,8,6,6,6,5,2,7,6,7,8,8,7,8,6,6,7,8,8,7,6,6,6,8,8,8,5,8,5,5,1,7,8,4,8,8,9,7,8,1,5,8,8,8,9,8,8,7,9,5,8,9,2,4,5,9,9,6,6,8,6,8,8,7,7,7,9,5,8,5,8,5,9,9,7,9,4,2,9,7,9,9,4,9,9,1,5,9,7,9,8,5,9,5,5,5,9,9,6,9,7,9,9,2,3,9,8,9,4,4,4,9,1,9,9,7.2,8,6,2.66666666666667,5,6,5.33333333333333,6.5,6.8,9,5.25,7.75,3,6,8,8.66666666666667,8.25,9,9,4.25,6.66666666666667,8,6,7.66666666666667,9,5.5,8.33333333333333,7.2,4.25,3.5,8,8.5,7.25,6.66666666666667,4.8,0,6,10,0,1000,5,0,500,3,30,4,5,4,4,4,5,4,4,4,4,4,"Female",47,"American                                   ","Non-university",23,"$100,000-$149,999","$100,000-$149,999","college graduate","Heterosexual","Married"
345,5,1,6,8,3,8,1,8,9,9,2,3,8,8,5,3,5,8,8,7,5,2,8,5,8,9,9,8,8,8,5,4,8,9,9,6,8,5,3,9,7,6,6,7,7,1,9,5,5,3,3,4,5,2,1,4,3,4,4,4,7,8,8,8,2,2,7,5,2,5,9,8,2,8,8,5,5,4,9,3,6,8,8,9,5,5,6,8,9,6,9,3,1,7,5,9,9,9,8,8,1,4,3,5,9,2,4,9,8,8,6,8,9,2,9,2,8,6,1,5,5,5,9,5,6,2,5,1,9,9,4.6,5.5,8.5,1.66666666666667,5,8.5,7.33333333333333,4,6.4,9,3,6.75,1.25,7.33333333333333,4.66666666666667,5.33333333333333,8.75,8.66666666666667,8.66666666666667,2.25,8,3.66666666666667,8,8.33333333333333,9,7.5,8,3.6,4.75,3.25,5.25,7.25,8,4.66666666666667,3.2,2,11,25,4,1000,4,2,1500,2,0,85,2,2,5,1,2,6,6,2,4,3,"Female",49,"White                                      ","Non-university",5,"$80,000-$99,999","$100,000-$149,999","college graduate","Heterosexual","Married"
346,6,9,9,8,7,9,8,9,9,8,6,5,9,9,7,6,8,8,9,8,7,6,9,8,9,8,9,8,8,8,8,7,8,9,9,7,9,8,8,9,8,7,8,8,6,5,9,8,6,8,9,7,7,8,2,8,8,8,9,8,1,8,8,8,6,9,9,6,6,8,9,8,7,9,9,8,8,8,9,7,7,8,9,8,8,8,9,9,9,8,9,7,3,8,2,9,9,8,9,8,2,4,9,8,9,7,8,9,8,7,8,8,6,2,9,7,9,9,2,8,8,6,9,8,8,9,8,2,9,9,8,8.25,9,5.66666666666667,7.66666666666667,8.75,8,7,7.8,9,3.5,6.5,3.5,8.33333333333333,8,7,8.75,9,7.66666666666667,7.75,9,8.33333333333333,8.66666666666667,8.33333333333333,9,9,8,8,6,5,8.25,8,8.5,8,7.8,8,12,15,15,100,10,2,100,10,30,81,3,5,5,6,6,7,7,3,2,4,"Female",25,"Black                                      ","Staff",3,"Below $20,000","None, I haven't started a retirement plan yet","college graduate","Bisexual","Married"
347,7,6,7,8,7,7,6,7,8,8,5,6,5,9,7,6,5,7,8,7,6,7,6,7,8,6,7,7,7,6,5,7,7,6,7,5,8,6,5,8,7,7,8,6,6,6,7,5,6,5,7,8,5,7,5,6,7,8,6,7,7,5,6,6,5,6,7,6,8,7,6,6,7,7,8,7,8,5,6,7,6,8,8,5,6,7,6,7,8,7,6,6,7,7,5,8,6,7,6,8,7,6,8,7,8,6,7,8,8,6,6,7,8,6,7,6,7,8,6,5,5,7,6,7,8,8,7,5,6,7,6.2,7.25,6,6,6.33333333333333,6.75,6.33333333333333,7,6.4,6.66666666666667,6.25,6.5,6.25,7.66666666666667,7.66666666666667,7.33333333333333,7.75,7,7.33333333333333,5.75,8.33333333333333,5.33333333333333,6.33333333333333,6.33333333333333,7.66666666666667,7.25,6,6.2,5.75,6.25,6.5,6.5,7.75,6,6.8,0,12,10,8,250,8,4,50,5,0,79,5,4,5,5,5,4,6,4,5,4,"Female",36,"asian                                      ","Non-university",9,"$60,000-$79,999","None, I haven't started a retirement plan yet","college graduate","Heterosexual","Married"
348,5,5,8,8,8,9,2,5,6,6,2,6,5,6,7,5,9,5,4,8,8,8,6,8,6,8,8,7,4,7,6,8,8,9,5,4,6,2,7,7,3,6,7,4,5,6,5,6,3,7,7,5,7,6,5,5,7,7,5,8,6,4,6,8,6,7,5,5,5,6,5,4,6,6,3,6,6,5,5,7,5,8,6,7,9,7,5,8,6,7,7,4,2,4,3,5,7,4,7,7,2,8,8,8,6,3,4,6,6,6,5,5,5,7,6,5,8,8,4,4,4,7,7,5,8,5,8,2,6,7,7.4,7.75,5.25,6.66666666666667,7.66666666666667,5,4.33333333333333,7.25,7,6.66666666666667,6.5,6.75,2.25,7.33333333333333,6.66666666666667,4.33333333333333,7.25,6.33333333333333,6.33333333333333,2.75,4.33333333333333,6,7.33333333333333,6.66666666666667,6,5.75,4,6.6,4.5,5,5.25,8,6.25,5,4.6,4,2,20,1,100,2,8,50,0,0,78,3,1,4,5,4,2,5,1,4,1,"Male",24,"White                                      ","Staff",23,"$20,000-$39,999","$100,000-$149,999","college graduate","Heterosexual","single"
349,8,1,9,9,5,9,1,9,9,7,1,6,9,9,6,2,9,9,9,9,9,4,9,3,9,9,9,9,9,9,5,8,9,9,9,8,9,5,9,9,9,9,7,9,4,3,9,5,7,9,9,9,9,8,4,5,9,9,7,9,8,5,8,9,5,3,9,8,3,7,9,9,9,9,9,7,9,5,9,9,7,9,9,9,9,9,9,5,9,9,9,4,1,8,9,5,9,1,9,9,1,4,9,8,9,1,4,9,4,7,9,9,9,1,9,3,9,7,1,3,9,2,9,5,6,1,6,1,8,9,7.4,7.5,9,4,8.33333333333333,9,4.33333333333333,7.75,8.8,9,2,8.75,1,6.33333333333333,8.33333333333333,8.66666666666667,9,7.66666666666667,9,2,9,4.33333333333333,9,6.66666666666667,9,9,7.66666666666667,8,7.25,3.25,8.75,9,8.5,6.33333333333333,3.4,0,20,20,7,700,0,0,200,6,0,9,2,2,2,4,6,5,4,7,1,6,"Female",73,"white                                      ","Non-university",6,"$40,000-$59,999","$20,000-$59,999","high school graduate","Heterosexual","Married"
